,Attacks,Malware,Vulnerabilities,SecurityBudget,DeliveryDelay,CommodityPrices,Inventory,TransportCost,AuditDeficiencies,ComplianceFailures,PolicyChanges
2020-12-26,62,55,13,18693.91164455114,7.238444322626681,15.887108161322988,210,162.81392775446622,0,6,0
2020-12-27,32,72,33,16595.399566884236,10.773924050106721,21.649288689302782,462,111.67849254295525,3,3,0
2020-12-28,62,42,19,23855.594435856314,9.473828745097835,18.137145728673147,457,15.367815683440524,5,8,0
2020-12-29,46,70,18,15100.104105591365,22.245393709118016,27.36958522627905,337,1040.0715714526893,3,5,0
2020-12-30,83,46,-1,23824.091864437883,14.998125305234877,17.79166264391352,102,20.308325644823128,4,5,0
2020-12-31,83,47,14,20716.788783497384,10.668626255499795,20.4486848007596,310,152.99782108897162,1,4,0
2021-01-01,92,48,29,18316.578441770176,18.199499474381273,22.981678642218345,124,260.70070932015363,7,6,0
2021-01-02,26,47,11,22230.571254603296,7.106314172862563,24.78158019729024,430,72.25583071331981,2,5,0
2021-01-03,94,50,18,20077.521518626643,11.014722688213798,27.398213479710776,283,281.4513731279584,4,3,0
2021-01-04,87,44,-1,19991.086581076066,7.571057050930072,18.82568366179501,160,54.15349534196315,4,8,0
2021-01-05,82,58,19,16101.422829189665,16.242512828579486,18.003459504309582,222,176.10869716517325,1,4,0
2021-01-06,10,44,0,18895.160259454085,6.671176636229505,10.430416504018329,154,16.767679220662455,3,2,0
2021-01-07,60,56,27,17410.643458567367,14.226475793551886,30.208557457074072,262,479.7327083972569,3,5,0
2021-01-08,54,65,27,15156.959055962796,7.02664385063628,21.804820486166594,286,148.54316452978983,6,6,0
2021-01-09,86,46,26,18600.996307821133,3.7198730896244756,23.759040328861047,138,30.12295770407754,4,4,0
2021-01-10,13,57,15,15898.221294256047,11.35943403702231,22.778644374563104,284,278.3152083962223,3,7,0
2021-01-11,71,55,28,17568.300377251853,13.025775243910594,20.247674414379997,182,759.1142126276643,3,6,0
2021-01-12,74,72,20,15925.166211830945,12.852437747443739,21.75176290251681,294,58.767532580513844,3,6,0
2021-01-13,41,44,17,16009.416255563989,4.413672011011141,17.20168775407874,133,120.27587446472963,3,4,0
2021-01-14,43,57,22,16990.112944151882,10.740353393646036,18.48950674630253,212,88.69256852184567,4,9,0
2021-01-15,81,33,-1,24998.492444864,11.732706922036606,15.248970998185587,329,68.70232801041688,3,4,0
2021-01-16,48,45,11,15021.841428572488,5.213951749006299,27.78621981861779,382,61.833043099932716,1,5,1
2021-01-17,35,53,25,21386.72636120405,12.491134470822551,22.807405049481766,386,77.75336193761557,4,4,0
2021-01-18,43,63,14,16412.436980265575,12.168632625002152,29.880862901271602,254,82.0738572059129,5,6,0
2021-01-19,63,37,21,24206.28136710776,17.123110764542538,31.481916229727094,264,103.91118939520693,5,2,0
2021-01-20,12,57,17,15936.328933336292,2.7175863234462514,12.979218801913756,281,96.63329485105578,3,2,0
2021-01-21,59,49,28,24550.631871262365,4.276195564441812,24.926141864365185,338,317.72016563025426,3,7,0
2021-01-22,21,34,34,21109.263874834778,6.72512828322845,13.210181614847826,236,290.5792418340094,5,4,0
2021-01-23,74,51,30,15012.680769154902,16.55750173190031,20.887087442322247,438,32.02444089338298,3,4,0
2021-01-24,63,67,15,23940.07197916806,14.696507678925476,21.573647349297644,365,81.97461618400692,2,5,0
2021-01-25,14,38,12,20217.118013669184,13.070152101986476,13.564169254462216,286,518.3015659497946,3,6,0
2021-01-26,66,48,19,17626.697353304844,12.859426957895195,16.312408322294438,139,199.14335845491493,1,3,0
2021-01-27,26,40,-4,22672.7917751563,17.16396201440263,21.80175737888172,409,207.36296358843668,4,3,0
2021-01-28,56,45,1,24266.655538868697,5.915425079559662,20.88150349520315,266,188.47745885448015,5,9,0
2021-01-29,32,64,21,19836.90823146794,1.4536475665749073,14.908142184327408,490,114.2442744114063,3,5,0
2021-01-30,88,47,20,18155.53474443111,13.849668341140243,16.50984452030148,359,142.44446569941306,3,4,0
2021-01-31,94,64,46,22889.45123934927,21.312426327586337,12.542798557580454,242,99.09719033677494,1,7,0
2021-02-01,23,61,13,21817.854977884548,14.155251345886859,13.985382270884319,303,349.23157888913806,2,5,0
2021-02-02,75,46,14,23887.524837502722,7.199418926177202,18.142897942432626,275,100.0051558587325,2,3,0
2021-02-03,84,44,9,21925.14012761193,15.775126802998543,24.93726556348841,361,132.56108191308132,6,3,0
2021-02-04,60,41,32,17435.28338899536,13.408023096486055,25.5711653726115,351,309.6174345427134,5,4,0
2021-02-05,47,40,26,24316.59249759019,11.40619954029563,29.167183476900313,428,106.93359090915847,4,7,0
2021-02-06,73,53,27,16048.357472059914,5.231307294962259,22.12132092578023,299,138.27990818852166,6,2,0
2021-02-07,47,49,31,17679.42750106848,7.985415185116713,20.941415338583464,298,103.73110361719102,4,3,0
2021-02-08,59,43,20,20201.946077238856,9.010050950667571,22.475731704983193,295,135.72965500650028,1,8,0
2021-02-09,91,34,19,20657.420260709012,13.10253315433014,22.427780086149575,413,107.3052910347711,6,3,0
2021-02-10,39,51,16,15153.105866269054,9.986262144720122,11.917431997356504,176,86.84659387436528,2,6,0
2021-02-11,88,45,21,22805.7272582094,8.399130971089257,29.444366937770532,118,73.1159889090158,2,3,0
2021-02-12,60,48,19,18616.073184253895,14.463362550529439,10.34530509019032,161,124.90447410307084,3,5,0
2021-02-13,72,53,19,19064.18541002138,5.196104459474021,25.743811981892733,426,410.854119499156,5,4,0
2021-02-14,61,24,33,23093.695444369456,5.830462325443488,20.281934891658505,493,276.91125271945396,3,2,0
2021-02-15,47,34,40,18792.833917275446,9.67920043736985,14.552514039226065,380,30.594440940054582,3,5,0
2021-02-16,97,72,26,15472.248764947548,7.341759097645836,22.656872150359543,349,96.626256077683,1,6,0
2021-02-17,88,44,25,16764.397704703504,15.315539696563992,19.40930697549147,326,78.38726133166678,2,6,0
2021-02-18,39,24,23,24559.031723881824,5.777977938358521,16.587310019295884,226,31.11458991878846,3,6,0
2021-02-19,60,35,11,15704.053624025142,6.227014314055637,13.092611681094887,157,195.44490602603207,1,5,0
2021-02-20,90,74,6,18549.31200968016,2.301956575965394,12.67246435488035,475,134.81571621729148,1,5,1
2021-02-21,14,42,24,20031.791670513445,11.461684134770827,16.945443502754,303,1122.0830201025651,4,6,0
2021-02-22,38,61,24,19932.8082733856,8.452402494520413,18.0650594114556,342,106.26964297354766,2,6,0
2021-02-23,13,51,4,15039.599430121427,5.387841223961025,13.947287335805992,466,68.29417210893749,4,6,0
2021-02-24,19,45,32,20011.627314574904,8.77937637608595,20.19240073823481,431,61.9954940222027,4,5,0
2021-02-25,65,57,8,18837.72457977409,21.716306249879242,14.659318989677397,425,94.48200062231453,1,3,0
2021-02-26,26,26,15,24720.793354745572,6.7007934308090285,21.801103600879504,351,267.8230829939987,3,3,0
2021-02-27,83,35,23,16591.590839938297,7.957572500859287,26.156896606358284,493,300.3258589876796,3,4,0
2021-02-28,26,45,12,18541.54196759495,5.839925470505478,21.446871580980375,421,2768.7669025085115,1,8,0
2021-03-01,93,36,5,19194.814850898198,4.5842379089192,19.530826045097825,475,44.4079483937002,3,6,0
2021-03-02,97,44,16,18906.935371009487,12.528914625559409,17.325514810894525,298,161.7795935618121,2,5,0
2021-03-03,78,58,25,21658.308276518626,3.7814965616667373,27.230493092876095,442,74.86739362089203,5,3,0
2021-03-04,43,51,18,17155.128575477687,13.64143433950945,19.032421412371335,339,210.7135802593762,5,2,0
2021-03-05,15,63,23,17210.715528139917,13.740916862362377,32.45111888389863,238,591.7931524208584,6,8,0
2021-03-06,62,51,21,22292.109485008532,10.730332804520627,14.084820775439367,221,351.46543792504036,3,8,0
2021-03-07,75,59,1,20002.905186781798,8.657135142000254,21.44953641331045,148,44.36254322954382,2,2,0
2021-03-08,86,49,42,19151.556760573105,9.807874956324326,27.063618049843782,403,294.3170362733075,1,7,0
2021-03-09,52,44,4,16692.030516772516,3.6573163084562466,16.54931834041197,214,17.93311864145215,2,5,0
2021-03-10,84,64,37,16875.272229121667,11.727136390593511,18.819378250122554,442,13.736831248529084,1,4,0
2021-03-11,32,42,21,15105.516368159006,13.170932620005454,23.130732539132172,350,115.69407684391936,3,6,0
2021-03-12,64,53,36,15914.262688617093,10.107718682887542,21.93945123198893,106,273.3301005358725,4,5,0
2021-03-13,89,57,9,20568.38694690241,11.015574092536976,22.79849532110488,318,210.22888232378375,4,7,0
2021-03-14,84,58,19,23918.7313000841,7.786350801793843,25.801292373041324,176,998.0348887449204,1,2,0
2021-03-15,25,38,12,17871.647651305575,18.081970867304705,18.266229429237544,278,165.55889341422048,1,4,0
2021-03-16,17,60,5,18277.472258961283,10.912843673663742,27.1851294906737,244,133.37187767297704,5,4,0
2021-03-17,13,40,22,16156.056106115122,11.19869014697435,11.399925253003252,253,471.15769188264886,3,4,0
2021-03-18,13,58,13,18886.309456071027,14.213280358572222,25.387187727928357,220,102.0912803522082,0,5,0
2021-03-19,65,55,21,15372.21704569329,10.523802782974132,25.73602843788155,223,218.92918110946113,8,4,0
2021-03-20,34,58,9,24176.006962619,17.793415346732004,16.127648119729795,249,232.51997711736513,2,5,0
2021-03-21,76,37,16,21731.113481245287,9.828436136984385,12.746819120115424,496,56.16152659233788,5,4,0
2021-03-22,76,55,26,24907.48809393219,8.491892387386104,18.839162977201283,480,218.6488006871562,3,6,0
2021-03-23,36,60,18,23828.23162678494,8.326545138945567,22.01901565414632,367,1319.5247708115432,2,5,0
2021-03-24,41,51,22,19729.905936981526,8.074668683441281,18.324504941547893,426,462.50145661046173,7,6,0
2021-03-25,59,41,23,20196.850311503767,16.543738076232547,22.509710939785958,100,64.1170592389155,0,3,0
2021-03-26,70,59,28,16905.760465171938,13.94908830466449,29.688718816348846,260,1538.6350028245845,3,4,0
2021-03-27,60,51,16,19620.393428395557,12.312470006205459,13.176440303163458,343,295.6775992868393,4,1,0
2021-03-28,28,33,23,24030.278734928117,14.470506677766496,10.229474484071087,474,226.84105023288308,4,2,0
2021-03-29,30,41,36,15508.534236358211,21.07531346713001,19.653511732418888,497,134.66341477107224,4,4,0
2021-03-30,14,44,24,23635.568029983096,3.960588287914962,16.59915711846226,350,293.74312112779955,8,2,0
2021-03-31,91,65,19,18409.478016426096,10.817916134618734,17.59842540797172,466,165.96627935897848,4,5,0
2021-04-01,51,63,22,23995.1276509631,10.76741615845185,26.334565747454445,163,151.35747997646408,2,12,0
2021-04-02,70,63,25,24408.799063414845,12.003861372873914,19.396918375862636,398,129.9163960781859,1,2,0
2021-04-03,31,52,22,21708.64887001906,20.32578613060762,19.85502289602651,347,392.9832287173114,2,7,0
2021-04-04,30,59,0,21644.237865926778,10.955323447399392,17.816012278786133,396,351.75668867698073,0,3,0
2021-04-05,79,38,12,19527.5433770874,16.366610877616193,19.805994156871073,214,127.81779668025497,4,6,0
2021-04-06,10,50,27,23355.402245437075,11.12702676109104,21.3425073123768,394,32.49269895124363,3,6,0
2021-04-07,14,54,15,24616.127584332833,11.896135923958028,33.92294099590789,100,153.86353302797025,1,8,0
2021-04-08,21,39,25,22750.818003391192,8.600212098489614,21.3982874180605,140,72.39401573784394,3,2,0
2021-04-09,99,52,17,21219.36733756709,5.2922187567033525,25.813475843447577,272,92.42714200740389,6,4,0
2021-04-10,55,66,20,21067.928958213368,19.843572333084474,20.93199792572326,187,130.99348400881485,4,2,0
2021-04-11,43,55,6,23494.699015836624,11.506349354404687,9.861053348433526,197,51.402356101901425,1,4,0
2021-04-12,58,59,12,20412.037657712983,11.916935719728796,17.164640831423903,187,29.657108521677362,1,8,0
2021-04-13,87,25,35,23038.598862488227,11.599659954044649,21.3945535900444,350,198.73518305063766,3,7,0
2021-04-14,99,65,30,20088.852551742457,14.942001548700734,23.617072718916933,434,152.44891112832312,3,6,0
2021-04-15,54,48,23,15624.44274973924,6.777511639061806,21.05114295789263,240,146.72952429117373,7,5,0
2021-04-16,36,42,19,18839.47008904155,5.508757894473921,24.601756998859706,170,247.34066294134425,5,8,1
2021-04-17,82,48,23,19444.40957671499,5.274368445725727,12.700076009104023,236,76.74299621202385,7,5,0
2021-04-18,35,35,22,16416.17244986617,6.744468080129685,20.24396237808593,198,206.9492162585246,3,3,0
2021-04-19,56,60,21,16024.963291892129,2.8699365158669976,26.639815173427312,250,565.3370158638996,2,7,0
2021-04-20,95,46,6,20354.649496569542,11.591222348626687,15.142200013620291,274,115.0416295710303,4,4,0
2021-04-21,65,42,22,15851.436365560821,7.480844028252521,25.6029571614165,266,991.6634255644867,2,2,0
2021-04-22,72,48,26,18029.45167890084,9.074859032327174,25.34453729642522,442,156.0215949943938,6,3,0
2021-04-23,57,61,45,22445.96975963076,14.434983882139353,13.814876737390286,356,63.283254870370826,3,5,0
2021-04-24,70,51,-2,24644.321795679807,22.676738919525263,21.689392805548934,497,347.12468040265105,1,5,0
2021-04-25,90,35,24,22178.705805519287,7.494708824735187,20.79406995834212,323,132.61357802046902,2,4,0
2021-04-26,35,54,21,24926.2554845287,7.61943959321262,19.118186534687737,467,425.19610864291496,6,6,0
2021-04-27,45,40,18,21983.379712794027,10.357988359487706,12.36555388888142,429,224.38117700439423,4,7,0
2021-04-28,10,28,10,17937.944706543276,9.252064693979822,18.684701319326667,164,106.92963816204885,3,8,0
2021-04-29,17,64,18,21720.525405053617,25.04265008400097,19.218520663293166,168,679.2674522188621,4,5,0
2021-04-30,61,54,17,22021.56765196904,4.506329171041412,11.508493571100578,166,90.0737514832833,3,7,0
2021-05-01,88,49,15,18717.269846164607,11.810798748589415,13.474241814825124,149,17.019861849339318,4,6,0
2021-05-02,56,46,24,15177.13850609389,7.433275515886708,15.365023032749962,413,358.0167134245324,2,3,0
2021-05-03,65,63,24,22031.99784775487,10.086647529949161,14.758592173757641,408,210.59397588254603,7,4,0
2021-05-04,95,80,21,15217.000952755416,9.484611428576109,21.63135185528051,190,535.7776204350417,3,5,0
2021-05-05,23,54,33,21311.88078060071,14.762249754580575,24.557552634324544,214,61.456287002541906,4,1,0
2021-05-06,99,39,16,16636.16488742555,11.351079211859643,18.447284265985548,473,115.91397748367706,6,4,0
2021-05-07,37,48,14,20656.035277480434,10.24995749975878,23.83144783754466,156,103.54002222939793,4,5,0
2021-05-08,96,54,23,20039.130253806,16.78221705616311,24.762442302423146,441,377.57230064952034,2,2,0
2021-05-09,87,26,13,15135.136423061826,10.499182824736495,19.57353528477671,117,284.5332675187431,6,3,1
2021-05-10,97,53,16,18628.658169951035,3.8316975903554558,22.040218715980895,371,183.97509141802368,2,5,0
2021-05-11,11,54,13,21010.911673963026,13.693024212763195,18.88327420914586,229,185.16451570487004,3,6,0
2021-05-12,35,63,7,23486.065518987798,11.984614640956213,14.385851229024063,368,46.94744749986254,2,7,0
2021-05-13,23,62,27,23886.42113836517,15.620502736009435,16.266202742275986,179,320.11558601991777,4,5,0
2021-05-14,68,51,14,19838.49970033223,13.573397138021871,21.630740803289473,398,326.72571389722503,6,5,0
2021-05-15,65,65,19,22284.224872994382,7.127669571356991,19.39335230190816,409,1467.1942384878982,2,4,0
2021-05-16,16,70,4,18164.545765334577,1.7834181317307416,23.68586506554919,301,237.64666611120134,2,3,0
2021-05-17,12,50,24,18421.864057586576,14.988681778102364,10.565064631086969,324,279.34810328782635,6,3,0
2021-05-18,32,54,16,16944.635191823138,10.384409793993486,11.767142171509676,258,239.27203530069875,2,7,0
2021-05-19,27,32,25,20619.481099932393,7.839916193142282,12.35887573321774,303,73.94305224650743,1,5,0
2021-05-20,47,35,18,18145.641509273653,7.4885132354706325,20.833265905519376,236,517.7028504138272,6,7,0
2021-05-21,24,41,12,15843.70896438505,11.143573701510178,13.109484508304789,172,140.3660736715816,4,6,0
2021-05-22,73,45,20,21850.060866631786,8.37346434726987,21.600645824884676,147,122.36900947217809,4,3,0
2021-05-23,98,39,10,22077.532076053983,5.627749680101999,23.765049605320726,117,129.69512116468564,2,5,0
2021-05-24,37,49,18,18599.924187790577,5.2229535735864365,27.58124886709692,366,138.9419738515574,1,5,0
2021-05-25,83,45,16,15767.233994560229,9.518825993809726,27.02953775820138,439,91.24889760357833,4,4,0
2021-05-26,48,60,31,19262.97717403426,6.967104093979192,16.522901728330858,118,184.05573386571368,5,5,0
2021-05-27,66,45,6,19423.354580502157,6.255560500774691,11.651810034908921,199,134.74599870586323,5,10,0
2021-05-28,26,27,24,21686.70884897893,17.888068549869704,16.84029000844957,215,123.75336685319418,2,7,0
2021-05-29,95,51,12,18154.163912586835,6.589665065350845,24.884178734680866,445,242.2148046192542,2,8,0
2021-05-30,99,49,16,21825.992797813054,12.194362664642735,18.051549655801377,173,160.09840987087358,3,1,0
2021-05-31,53,41,18,23714.88541757388,12.807774336325718,19.878397049806356,379,85.27352692845395,7,3,0
2021-06-01,34,50,31,17374.860423621998,5.999033117280802,17.2141962779941,368,69.16254182257,3,2,0
2021-06-02,26,39,14,24789.195561198998,6.0900080409998845,27.906013824598425,224,163.75995504163626,5,4,0
2021-06-03,22,53,8,18863.681371368068,5.643105774006805,14.927696175903954,215,70.34193676240189,4,5,0
2021-06-04,93,76,16,17672.586851470616,7.23684048883761,20.333827698656567,273,65.45666024246292,2,6,0
2021-06-05,34,31,9,19215.111825102904,11.944549868348323,25.541192805499563,280,66.38846104434802,0,5,0
2021-06-06,77,44,10,15943.974759038592,9.686992763359633,29.207747381976834,325,191.51856181814935,4,8,0
2021-06-07,19,43,21,16257.059065121157,15.095330709881527,16.52598949230679,256,489.57735153328474,0,9,1
2021-06-08,76,45,6,19144.340469683313,13.090715693155119,24.804029330691876,263,210.13719947579162,1,3,0
2021-06-09,27,60,2,22624.445219391,13.616328300466625,16.838675032384533,170,360.25845788586236,1,7,0
2021-06-10,95,55,24,24003.12239574491,16.2067072342189,26.885799342893584,321,138.42076677534797,6,5,0
2021-06-11,43,58,17,21648.17990716271,9.56784610682254,28.647335258646372,225,171.09606813265574,2,5,0
2021-06-12,17,50,10,16052.195552381698,11.298878436592908,15.552025507311418,244,775.10280242654,7,7,0
2021-06-13,49,36,14,21720.19762180535,14.421001715491004,23.267317544425158,275,339.9181956415988,4,2,0
2021-06-14,92,38,22,21354.27920702972,15.677651205197588,25.56643263885894,251,378.80695865662904,6,8,0
